Month,Day,Artist,Album_Name,Record_Label,Year
July,3,"Pop Smoke
","Shoot for the Stars, Aim for the Moon
","Victor Victor, Republi",2020
July,3,"Westside Gunn
","Flygod is an Awesome God II
","Griselda Records, EMPIR",2020
July,8,"SahBabii
","Barnacles
",Casting Bait Music Grou,2020
July,10,"Apollo Brown and Che' Noir
","As God Intended
",Mello Music Grou,2020
July,10,"Casey Veggies and Rockie Fresh
","Fresh Veggies 2
",PNCINT,2020
July,10,"Juice Wrld
","Legends Never Die
","Grade A Productions, Interscop",2020
July,10,"Quinn XCII
","A Letter to My Younger Self
",Columbi,2020
July,10,"Summer Walker
","Life on Earth
","LVRN, Interscop",2020
July,16,"NoCap
","Steel Human
","Never Broke Again, Atlanti",2020
July,17,"Blu & Exile
","Miles: From an Interlude Called Life
",Dirty Scienc,2020
July,17,"J.I the Prince of N.Y
","Welcome to GStarr Vol. 1
","G*Starr Ent., Interscope, Geffe",2020
July,17,"Joey Bada$$
","The Light Pack
","Pro Era, Cinematic, Columbi",2020
July,17,"Oddisee
","Odd Cure
",Outer Note Labe,2020
July,17,"StaySolidRocky
","Fallin'
",Columbi,2020
July,17,"Kyle
","See You When I Am Famous
","Independently Popular, Atlanti",2020
July,17,"Young Noble and Deuce Deuce
","Watch the Signs
",Concrete Enterprise,2020
July,22,"Boldy James and Sterling Toles
","Manger on McNichols
",Sector 7-G Recording,2020
July,24,"Curren$y and Harry Fraud
","The OutRunners
",Jet Life Recording,2020
July,24,"Logic
","No Pressure
",Def Jam Recording,2020
July,24,"The Kid Laroi
","F*ck Love
","Grade A Productions, Columbi",2020
July,24,"Lupe Fiasco and Kaelin Ellis
","House
","1st and 15th, Thirty Tiger",2020
July,24,"Flo Milli
","Ho, Why Is You Here?
",Self-Release,2020
July,24,"Slim Thug and Killa Kyleon
","Down in Texas
","Hogg Life, Team Run It, SoSout",2020
July,31,"DJ Drama, Benny the Butcher & Black Soprano Family
","The Respected Sopranos
","BSF, Gangsta Grillz, Griselda Record",2020
July,31,"Dominic Fike
","What Could Possibly Go Wrong
","Sandy Boys, Columbia Record",2020
July,31,"E-40
","The Curb Commentator Channel 2
",Sick Wid It Record,2020
July,31,"Flee Lord and Pete Rock
","The People's Champ
",Loyalty Or Deat,2020
July,31,"Hit-Boy and Dom Kennedy
","Also Known As
",Half-A-Mi,2020
July,31,"Shoreline Mafia
","Mafia Bidness
",Atlanti,2020
July,31,"City Morgue
","Toxic Boogaloo
",Republi,2020
August,7,"Aminé
","Limbo
",Republic Record,2020
August,7,"L'Orange and Solemn Brigham
","Marlowe 2
",Mello Music Grou,2020
August,7,"Lil Keed
","Trapped on Cleveland 3
",YS,2020
August,7,"NLE Choppa
","Top Shotta
","Warner, Atlantic, No Lov",2020
August,7,"DC the Don
","Come as You Are
",Self-Release,2020
August,7,"Stevie Stone
","Black Lion
",Strange Musi,2020
August,8,"Mach-Hommy
","Mach's Hard Lemonade
",self-release,2020
August,14,"03 Greedo and Ron-Ron the Producer
","Load It Up, Vol 01
","Golden Grenade Empire, Alam",2020
August,14,"Boldy James
","The Versace Tape
",Griselda Record,2020
August,14,"Dave East
","Karma 3
","Mass Appeal Records, Def Ja",2020
August,14,"Kaash Paige
","Teenage Fever
","Se Lavi, Def Ja",2020
August,14,"Young Dolph
","Rich Slave
",Paper Route Empir,2020
August,14,"Various
","Madden NFL 21 soundtrack
",EA Musi,2020
August,21,"Blackbear
","Everything Means Nothing
","Beartrap, Alamo, Interscop",2020
August,21,"Lecrae
","Restoration
","Cross Movement, Reach, Columbi",2020
August,21,"Mulatto
","Queen of Da Souf
",RCA Record,2020
August,21,"Nas
","King's Disease
",Mass Appea,2020
August,26,"Quando Rondo
","Diary of a Lost Child
",Self-release,2020
August,28,"Internet Money
","B4 the Storm
",Internet Mone,2020
August,28,"Jaden Smith
","CTV3: Cool Tape Vol. 3
","MSFTSMusic / Roc Nation Records, LL",2020
August,28,"Nasty C
","Zulu Man with Some Power
",Def Ja,2020
August,28,"The Lox
","Living Off Xperience
","D-Block, Roc Natio",2020
August,28,"Radamiz
","Synonyms of Strength
","Payday, Ultr",2020
August,28,"Wifisfuneral
","Pain?
",Alam,2020
January,2,"8Ball & MJG
","Classic Pimpin
",Push Managemen,2019
January,11,"Comethazine
","Bawskee 2
","Alamo, EMPIR",2019
January,11,"Watsky
","Complaint
",Steel Wool Medi,2019
January,11,"Wifisfuneral & Robb Banks
","Conn3ct3d
",Alam,2019
January,11,"Big K.R.I.T.
","TDT
",Multi Alumn,2019
January,15,"Falz
","Moral Instruction
",Bahd Guys Record,2019
January,18,"Blockhead
","Free Sweatpants
",Backwoodz Studio,2019
January,18,"Boondox
","Liquor, Lies and Legacy
",Majik Ninja Entertainmen,2019
January,18,"Future
","The Wizrd
","Freebandz, Epi",2019
January,18,"Malibu Ken (Aesop Rock & Tobacco)
","Malibu Ken
",Rhymesayer,2019
January,18,"YNW Melly
","We All Shine
",Self-release,2019
January,23,"Members Only
","Members Only, Vol. 4
","Bad Vibes Forever, EMPIR",2019
January,25,"Boogie
","Everythings for Sale
","Shady, Interscop",2019
January,25,"Boston George & Diego
","Boston George & Diego
","YJ Music, Def Ja",2019
January,25,"Dendemann
","Da Nich Für!
","Vertigo, Paroli Beat",2019
January,25,"DJ Kay Slay
","Hip Hop Frontline
","Streetsweepers, EMPIR",2019
January,25,"Dreezy
","Big Dreez
",Interscop,2019
January,25,"K-Rino
","Lightning Language (The 4-Piece #1)
","Black Book International, SoSout",2019
January,25,"Then and Now (The 4-Piece #2)
","Black Book International, SoSouth
",,2019
January,25,"Three Weeks Later (The 4-Piece #3)
","Black Book International, SoSouth
",,2019
January,25,"The S-Project (The 4-Piece #4)
","Black Book International, SoSouth
",,2019
February,1,"G Herbo
","Still Swervin
",Machine Entertainment Grou,2019
February,1,"People Under the Stairs
","Sincerely, the P
",Piecelock 7,2019
February,8,"AJ Tracey
","AJ Tracey
",Self-release,2019
February,8,"Boston George & Slim Thug
","Big Bad Boston and the Boss
",Hogg Lif,2019
February,8,"Demrick
","No Wasting Time
",DE,2019
February,8,"Mars & Young Swizz
","The Hangover
","Mad Insanity Records, EMPIR",2019
February,8,"Sean Price & Small Professor
","86 Witness
","Ruck Down, Duck Down, Coalmine Record",2019
February,8,"Wiz Khalifa & Currensy
","2009
","Jet Life Recordings, Taylor Gan",2019
February,11,"ASAP Ant
","Addie Pitino
",Self-release,2019
February,11,"Bones
","SparrowsCreek
",TeamSES,2019
February,13,"Berner & Mozzy
","Slimey Individualz
","Bern One Ent., Mozzy Records, EMPIR",2019
February,14,"Slim Thug
","Suga Daddy Slim: On tha Prowl
",Hogg Lif,2019
February,15,"Czarface & Ghostface Killah
","Czarface Meets Ghostface
",Silver Ag,2019
February,15,"Insane Clown Posse
","Fearless Fred Fury
",Psychopathic Record,2019
February,15,"Papoose
","Underrated
","Honorable Records, EMPIR",2019
February,15,"Struggle Jennings
","The Widow's Son
",Angels & Outlaw,2019
February,15,"Wicca Phase Springs Eternal
","Suffer On
",Run for Cover Record,2019
February,22,"Giggs
","Big Bad...
","No BS, Island Record",2019
February,22,"Gorilla Zoe
","I Am Atlanta 4ever
",Hood Figg,2019
February,22,"Gunna
","Drip or Drown 2
","YSL, 30",2019
February,22,"Higher Brothers
","Five Stars
",88rising Record,2019
February,22,"Lil Pump
","Harverd Dropout
","Tha Lights Global, Warner Bros",2019
February,22,"Night Lovell
","Goodnight Lovell
",SCP,2019
February,22,"Offset
","Father of 4
","Quality Control Music, Motow",2019
February,22,"Smif-N-Wessun
","The All
",Duck Down Record,2019
February,22,"The Dirtball
","Skull Hollow
",Throttle House In,2019
February,27,"T-Pain
","1Up
",Cinematic Music Grou,2019
March,1,"2 Chainz
","Rap or Go to the League
",Def Jam Recording,2019
March,1,"Blu & Oh No
","A Long Red Hot Los Angeles Summer Night
",Nature Sound,2019
March,1,"DaBaby
","Baby on Baby
",Interscop,2019
March,1,"Eto & DJ Muggs
","Hell's Roof
",Soul Assassin,2019
March,1,"Lil Skies
","Shelby
",Atlantic Record,2019
March,1,"Little Simz
","Grey Area
",Age 101 Musi,2019
March,1,"Myka 9 & Adriatic
","In Motion
",Automatic Record,2019
March,7,"Bullies (Denmark Vessey, DrxQuinnx & Azarias)
","いじめっ子
",Fxckrxp Record,2019
March,8,"Dave
","Psychodrama
",Neighbourhood Recording,2019
March,8,"Juice Wrld
","Death Race for Love
","Grade A Productions, Interscop",2019
March,14,"Lil Gotit
","Crazy But It's True
","Alamo Records, Empir",2019
March,14,"Nav
","Brown Boy
",X,2019
March,15,"Chief Keef & Zaytoven
","GloToven
","Glo Gang, RBC Record",2019
March,15,"Dizzy Wright
","Nobody Cares, Work Harder
","Dizzy Wright, Empir",2019
March,15,"Scarlxrd
","Infinity
","Lxrd Records, Islan",2019
March,18,"Frenzo Harami
","Chaabian Boyz: Volume 1
",Dubba Squa,2019
March,22,"Don Trip
","Don't Feed the Guerillas
",[60],2019
March,22,"Nav
","Bad Habits
","XO, Republic Record",2019
March,"
","Rich the Kid
","The World Is Yours 2
","Interscope, Rich Forever Musi",2019
March,29,"Birdman & Juvenile
","Just Another Gangsta
",Cash Money Record,2019
March,29,"Boosie Badazz
","Badazz 3.5
",Lil Boosie Musi,2019
March,29,"Ill Bill & Stu Bangas
","Cannibal Hulk
",Uncle Howie Record,2019
March,29,"MED
","Child of the Jungle
",Bang Ya Hea,2019
March,29,"Quelle Chris
","Guns
",Mello Music Grou,2019
March,29,"Yelawolf
","Trunk Muzik 3
","Slumerican, Shady Records, Interscop",2019
April,5,"JellyRoll
","Whiskey Sessions II
",Jingle Punks Musi,2019
April,12,"Anderson .Paak
","Ventura
",Aftermath Entertainmen,2019
April,12,"KSI and Randolph
","New Age
",Self-release,2019
April,12,"Riff Raff
","Pink Python
",Jody Highroller Ent,2019
April,12,"Vinnie Paz & Tragedy Khadafi
","Camouflage Regime
","Iron Tusk Music, Enemy Soi",2019
April,15,"JellyRoll
","Crosses and Crossroads
",War Do,2019
April,19,"03 Greedo
","Still Summer in the Projects
",Alamo Record,2019
April,19,"Erick Sermon
","Vernia
",Def Squa,2019
April,19,"Lizzo
","Cuz I Love You
","Nice Life, Atlantic Record",2019
April,19,"Loyle Carner
","Not Waving, But Drowning
","AMF Records, Virgin EMI Record",2019
April,19,"Pivot Gang
","You Can't Sit With Us
",Pivot Gan,2019
April,19,"Tech N9ne
","N9NA
","Strange Music, RBC, INgroove",2019
April,19,"Your Old Droog
","It Wasn't Even Close
","Gogul Mogul, Mongoloid Bank",2019
April,20,"Bun B & Statik Selektah
","TrillStatik
","ShowOff Records, II Trill Enterprise",2019
April,20,"Kokane
","Finger Roll
",Bud E. Boy Entertainmen,2019
April,20,"Upchurch
","Creeker II
",Redneck Nation Record,2019
April,20,"Wiz Khalifa
","Fly Times Vol. 1: The Good Fly Young
","Taylor Gang, Rostrum Records, Atlantic Record",2019
April,25,"Kevin Abstract
","Arizona Baby
","Question Everything, RCA Record",2019
April,25,"OMB Peezy
","Preacher to the Streets
",Sick Wid It Record,2019
April,26,"Madchild
","Demons
",Battle Ax,2019
April,26,"Pete Rock
","Return of the SP1200
",Tru Soul Record,2019
April,26,"Rico Nasty & Kenny Beats
","Anger Management
",Sugar Tra,2019
April,26,"Schoolboy Q
","Crash Talk
","Top Dawg Entertainment, Interscop",2019
April,26,"Twiztid
","Generation Nightmare
",Majik Ninja Entertainmen,2019
April,26,"Various artists
","For the Throne (Music Inspired by the HBO Series Game of Thrones)
",Columbi,2019
May,3,"Asian Da Brat
","Unfuccwithable
","1017 Eskimo, Alamo Record",2019
May,3,"PnB Rock
","TrapStar Turnt PopStar
","Atlantic, WEA Internationa",2019
May,3,"Styles P
","S.P. The GOAT: Ghost of All Time
","The Phantom Entertainment LLC, EMPIR",2019
May,3,"TOBi
","STILL
","Same Plate Entertainment, Sony Musi",2019
May,3,"Bones
","UnderTheWillowTree
",TeamSES,2019
May,5,"Berner
","El Chivo
",Bern One Entertainmen,2019
May,5,"Suga Free
","The Resurrection
",Buss Clinic LL,2019
May,7,"Kutt Calhoun
","Truth Be Told
",Black Gold Entertainmen,2019
May,10,"Diamond D
","The Diam Piece 2
",Dymond Mine Record,2019
May,10,"DJ Paul
","Power, Pleasure & Painful Things
",Scale-A-Ton Ent,2019
May,10,"Logic
","Confessions of a Dangerous Mind
","Visionary Music Group, Def Jam Recording",2019
May,10,"Quando Rondo
","From the Neighborhood to the Stage
","Never Broke Again, Atlanti",2019
May,10,"Smokepurpp
","Lost Planet 2.0
",Alamo Record,2019
May,17,"Curren$y & Statik Selektah
","Gran Turismo
","Jet Life, Showoff, EMPIR",2019
May,17,"Digga D
","Double Tap Diaries
",CGM Record,2019
May,17,"DJ Khaled
","Father of Asahd
","We the Best, Epi",2019
May,17,"Injury Reserve
","Injury Reserve
",Loma Vista Recording,2019
May,17,"Megan Thee Stallion
","Fever
","1501 Certified Ent, 30",2019
May,17,"Slowthai
","Nothing Great About Britain
",Method Record,2019
May,17,"Tyler, the Creator
","Igor
",Columbi,2019
May,24,"Beast Coast
","Escape from New York
",Columbi,2019
May,24,"Collie Buddz
","Hybrid
",Harper Digita,2019
May,24,"Moneybagg Yo
","43va Heartless
",N-Less Entertainmen,2019
May,24,"$uicideboy$ & Travis Barker
","Live Fast Die Whenever
",G*59 Record,2019
May,24,"YG
","4Real 4Real
","4Hunnid Records, Def Jam Recording",2019
May,31,"Denzel Curry
","Zuu
",Loma Vista Recording,2019
May,31,"Jim Jones
","El Capo
","Vamplife, EMPIR",2019
May,31,"Philthy Rich
","East Oakland Legend
","SCMMLLC, EMPIR",2019
May,31,"Skepta
","Ignorance Is Bliss
",Boy Better Kno,2019
May,31,"Yung Gravy
","Sensational
",Republi,2019
June,7,"Casey Veggies
","Organic
","Vested in Culture, Epi",2019
June,7,"Future
","Save Me
","Epic, Freeband",2019
June,7,"MoStack
","Stacko
","MizerMillion Entertainment, Virgin, EM",2019
June,7,"Polo G
","Die a Legend
","Polo G, Columbi",2019
June,7,"Tee Grizzley
","Scriptures
","Grizzly Gang, 30",2019
June,7,"Tyga
","Legendary
","Last Kings, Empir",2019
June,12,"GoldLink
","Diaspora
","Squaaash Club, RC",2019
June,14,"Lil Keed
","Long Live Mexico
","300 Entertainment, YSL Record",2019
June,14,"Your Old Droog
","Transportation
",Mongoloid Bank,2019
June,21,"B.o.B
","Southmatic
","No Genre, The Dispensar",2019
June,21,"Gucci Mane
","Delusions of Grandeur
","1017, Atlanti",2019
June,21,"K Camp
","Wavy 2 Kritical
","RARE Sound, Interscope, EMPIR",2019
June,21,"Lil Nas X
","7
",Columbi,2019
June,21,"Trina
","The One
",Rockstarr Music Grou,2019
June,28,"Chris Brown
","Indigo
",RC,2019
June,28,"Freddie Gibbs & Madlib
","Bandana
","Keep Cool, RC",2019
June,28,"Mustard
","Perfect Ten
","10 Summers, Interscop",2019
July,5,"Dreamville
","Revenge of the Dreamers III
","Dreamville Records, Interscop",2019
July,5,"Jaden Smith
","Erys
","MSFTSMusic, Roc Natio",2019
July,5,"Machine Gun Kelly
","Hotel Diablo
","Bad Boy, Interscop",2019
July,12,"Big K.R.I.T.
","K.R.I.T. Iz Here
","Multi Alumni, BM",2019
July,12,"Inspectah Deck
","Chamber No. 9
",Music Generation Corp,2019
July,12,"Kool Keith
","Keith
",Mello Music Grou,2019
July,19,"Iggy Azalea
","In My Defense
","Bad Dreams, EMPIR",2019
July,19,"Jasiah
","Jasiah I Am
",Atlanti,2019
July,19,"Nas
","The Lost Tapes 2
","Mass Appeal, Def Ja",2019
July,24,"Yung Bans
","Misunderstood
",Freeband,2019
July,26,"Anybody Killa
","Tampon Juice
",Native World Inc,2019
July,26,"Chance the Rapper
","The Big Day
",Self-release,2019
July,26,"Comethazine
","Bawskee 3.5
","Alamo, EMPIR",2019
July,26,"E-40
","Practice Makes Paper
",Heavy on the Grin,2019
July,26,"NF
","The Search
","Capitol CMG, NF Real Music LL",2019
July,26,"Rich Brian
","The Sailor
",88risin,2019
July,26,"Spice 1
","Platinum OG
",Elder Entertainmen,2019
July,26,"YBN Cordae
","The Lost Boy
","YBN Records, Atlantic Record",2019
July,26,"BJ the Chicago Kid
","1123
",Motow,2019
July,26,"UBI
","Under Bad Influence
","Strange Music, RBC, Ingroove",2019
July,28,"Big Que
","The Madness Is Out EP
",Madness Record,2019
August,2,"Lil Durk
","Love Songs 4 the Streets 2
",Alamo Record,2019
August,2,"Saint Dog
","Bozo
","Suburban Noize, Force 5 Record",2019
August,9,"Blueface
","Dirtbag
",Cash Money Record,2019
August,9,"Murs and 9th Wonder
","The Iliad is Dead and the Odyssey is Over
",Self-release,2019
August,9,"Rick Ross
","Port of Miami 2
","Maybach Music, Epi",2019
August,9,"Trippie Redd
","!
","Caroline, 10",2019
August,9,"Ugly God
","Bumps & Bruises
",Asylum Record,2019
August,16,"A$AP Ferg
","Floor Seats
",RC,2019
August,16,"Snoop Dogg
","I Wanna Thank Me
","Doggy Style, EMPIR",2019
August,16,"Quality Control Music
","Control the Streets, Volume 2
","Quality Control Music, Motown, Capito",2019
August,16,"Young Thug
","So Much Fun
","YSL Records, 300 Entertainmen",2019
August,20,"Little Brother
","May the Lord Watch
","Imagine Nation Music, For Members Only, EMPIR",2019
August,23,"Brockhampton
","Ginger
","Question Everything, RC",2019
August,23,"Jeezy
","TM104: The Legend of the Snowman
","CTE, Def Jam Recording",2019
August,23,"Missy Elliott
","Iconology
",Atlanti,2019
August,23,"Obie Trice
","The Fifth
",Black Market Entertainmen,2019
August,23,"Rapsody
","Eve
",Roc Natio,2019
August,23,"Trae tha Truth
","Exhale
","ABN, EMPIR",2019
August,30,"Alchemist
","Yacht Rock 2
",[139],2019
August,30,"Common
","Let Love
",Loma Vist,2019
August,30,"Kano
","Hoodies All Summer
","Parlophone, Bigger Picture Musi",2019
August,30,"Joell Ortiz
","Monday
",Mell,2019
August,30,"Lil Tecca
","We Love You Tecca
",Republic Record,2019
August,30,"Bones
","KickingTheBucket
",TeamSES,2019
January,1,"Scallops Hotel
","Sovereign Nose of Your Arrogant Face
","Ruby Yacht, The Order Labe",2018
January,5,"Cupcakke
","Ephorize
",Cupcakk,2018
January,9,"Apex 3400
","3400 Forever
",3400 Foreve,2018
January,10,"Lil Skies
","Life of a Dark Rose
",Lil Skie,2018
January,12,"Maxo Kream
","Punken
","TSO Music Group, Kream Clic",2018
January,16,"Berner
","The Big Pescado
",Bern One Entertainmen,2018
January,16,"Dave East
","Paranoia 2
","Def Jam Recordings, Mass Appeal Records, From the Dir",2018
January,16,"Kollision
","Better Than Yesterday
","Feed the Family, Quality Control Musi",2018
January,19,"GT Garza
","Brown By Honor 2
",The Machine Music Grou,2018
January,19,"JPEGMafia
","Veteran
",Deathbomb Ar,2018
January,19,"Planet Asia
","The Golden Buddha
",Brick Record,2018
January,19,"Paul Wall
","Bounce Backs Over Setbacks
",Oiler Mobb En,2018
January,19,"Sir
","November
",Top Dawg Entertainmen,2018
January,26,"Cellski
","Legendary
",Inner City 2,2018
January,26,"Evidence
","Weather or Not
",Rhymesayers Entertainmen,2018
January,26,"Mistah F.A.B.
","Thug Tears
",Faeva Aft,2018
January,26,"Migos
","Culture II
","Quality Control, Capitol Records, Motow",2018
January,26,"Payroll Giovanni and Cardo
","Big Bossin, Vol. 2
",Def Ja,2018
February,26,"Gunna
","Drip Season 3
",YSL Record,2018
February,26,"Key Glock
","Glock Bond
",Paper Route Empir,2018
February,26,"Rich Brian
","Amen
","88rising, Empire Distributio",2018
February,26,"Ski Mask the Slump God
","You Will Regret (Reloaded)
",,2018
February,26,"Skooly
","Don't You Ever Forget Me
",TR,2018
February,26,"Skyzoo
","In Celebration of Us
","First Generation Rich, Empir",2018
February,8,"2 Chainz
","The Play Don't Care Who Makes It
",Def Ja,2018
February,9,"Audio Push
","Cloud 909
",Good Vibe Trib,2018
February,9,"Kendrick Lamar and various artists
","Black Panther: The Album
","Top Dawg, Aftermath Entertainment, Interscope Record",2018
February,13,"Cozz
","Effected
","Dreamville Records, Interscop",2018
February,14,"B.o.B
","The Upside Down
",Self-release,2018
